Id,SalePrice_pred
2389,118977.66
2390,141477.72
2391,142307.94
2392,115556.77
2393,161051.75
2394,142646.0
2395,214880.48
2396,142769.19
2397,206059.84
2398,130589.6
2399,60208.25
2400,66791.38
2401,132475.06
2402,139487.44
2403,130309.52
2404,145610.79
2405,150868.54
2406,132757.37
2407,132061.15
2408,152374.98
2409,114740.82
2410,190154.65
2411,110899.74
2412,153792.64
2413,122806.99
2414,166876.36
2415,117897.13
2416,129119.59
2417,131983.9
2418,132545.83
2419,120499.26
2420,121660.82
2421,163689.66
2422,99840.37
2423,117205.71
2424,133382.62
2425,220538.94
2426,130592.67
2427,131885.62
2428,189269.45
2429,112190.96
2430,137583.62
2431,98726.77
2432,149666.82
2433,154471.01
2434,147667.22
2435,164363.97
2436,127847.72
2437,102536.95
2438,114654.51
2439,94389.37
2440,124368.67
2441,91536.19
2442,93985.39
2443,140353.47
2444,112316.13
2445,81838.14
2446,135182.25
2447,183845.71
2448,136608.56
2449,114588.42
2450,148010.12
2451,105881.76
2452,204021.17
2453,95031.56
2454,104491.05
2455,116823.39
2456,151372.76
2457,132990.68
2458,138091.94
2459,114045.49
2460,153380.16
2461,145118.28
2462,137288.19
2463,133853.1
2464,178839.84
2465,134376.76
2466,123063.48
2467,139828.73
2468,70021.48
2469,65412.02
2470,209644.36
2471,220440.76
2472,170448.41
2473,126244.73
2474,61188.98
2475,207318.73
2476,114918.33
2477,118796.65
2478,146058.98
2479,108306.2
2480,155931.57
2481,126611.84
2482,131662.62
2483,109428.28
2484,131085.87
2485,134854.57
2486,138302.77
2487,189587.24
2488,161615.39
2489,149211.25
2490,149022.6
2491,110041.53
2492,190307.36
2493,141619.47
2494,144046.05
2495,92398.62
2496,222267.94
2497,150225.51
2498,114299.56
2499,75670.37
2500,98849.12
2501,138552.3
2502,138326.11
2503,85989.31
2504,208077.35
2505,209672.4
2506,235267.42
2507,256943.66
2508,235403.52
2509,216454.34
2510,208587.06
2511,180509.09
2512,224370.69
2513,217739.17
2514,313060.44
2515,148970.44
2516,175612.9
2517,151974.28
2518,157735.97
2519,230595.87
2520,211460.92
2521,191860.17
2522,216757.84
2523,119326.62
2524,141459.33
2525,141939.0
2526,149386.82
2527,128925.06
2528,135661.43
2529,176085.79
2530,143120.52
2531,251752.63
2532,217675.09
2533,202856.81
2534,235991.33
2535,262300.55
2536,228048.56
2537,233411.31
2538,181474.92
2539,194718.4
2540,177417.8
2541,182367.31
2542,169542.67
2543,125976.56
2544,113907.93
2545,133330.41
2546,124589.15
2547,140640.03
2548,161157.33
2549,134800.55
2550,541025.01
2551,138569.63
2552,127526.99
2553,48781.77
2554,84637.08
2555,81506.65
2556,82453.81
2557,107663.44
2558,181399.15
2559,146069.57
2560,166255.99
2561,156305.82
2562,157019.95
2563,162693.15
2564,218402.52
2565,171532.52
2566,152606.33
2567,149445.75
2568,203233.06
2569,208979.86
2570,113984.7
2571,190086.85
2572,151054.82
2573,204690.9
2574,282764.53
2575,137103.24
2576,138830.17
2577,162695.25
2578,93365.93
2579,20449.25
2580,121617.2
2581,132595.61
2582,129852.12
2583,254826.56
2584,144076.82
2585,176935.28
2586,194276.39
2587,182532.97
2588,142199.56
2589,150457.39
2590,200846.32
2591,239271.46
2592,208388.38
2593,246388.2
2594,183896.12
2595,223714.09
2596,281557.19
2597,209885.84
2598,284600.31
2599,356281.31
2600,216863.96
2601,159344.11
2602,68375.37
2603,95123.56
2604,89269.13
2605,68289.98
2606,134631.19
2607,211147.51
2608,201671.87
2609,168231.66
2610,113490.27
2611,127061.08
2612,154261.25
2613,128754.28
2614,117959.73
2615,154400.59
2616,156278.97
2617,185737.95
2618,227885.89
2619,196141.85
2620,185007.25
2621,173205.93
2622,183807.51
2623,228336.29
2624,257244.32
2625,283608.13
2626,173091.38
2627,197120.16
2628,442329.09
2629,511423.93
2630,380110.53
2631,432133.27
2632,411175.56
2633,320548.86
2634,434277.35
2635,153463.61
2636,184653.51
2637,209561.93
2638,286088.71
2639,182813.46
2640,152037.77
2641,100876.33
2642,156898.42
2643,114459.5
2644,124329.39
2645,112098.31
2646,89551.19
2647,108040.76
2648,151500.95
2649,154729.96
2650,144502.3
2651,136740.5
2652,364766.74
2653,260122.74
2654,271588.17
2655,405395.6
2656,328960.47
2657,348874.02
2658,331880.56
2659,342111.24
2660,355882.85
2661,357047.89
2662,385027.99
2663,271945.92
2664,308075.97
2665,320863.62
2666,284325.85
2667,174709.59
2668,183586.16
2669,183176.03
2670,267987.08
2671,185101.1
2672,190073.38
2673,197234.23
2674,198056.01
2675,183916.08
2676,195393.3
2677,199364.99
2678,245212.01
2679,310376.83
2680,305457.38
2681,418052.52
2682,352099.0
2683,493168.99
2684,346469.3
2685,340230.24
2686,241214.4
2687,279467.01
2688,227622.05
2689,208554.33
2690,362366.36
2691,206340.96
2692,152795.42
2693,196853.73
2694,152482.14
2695,196705.6
2696,187346.56
2697,188447.21
2698,205788.47
2699,155515.15
2700,136954.57
2701,157275.7
2702,125097.04
2703,138529.42
2704,136009.1
2705,109823.96
2706,112808.71
2707,130743.69
2708,120004.67
2709,113744.64
2710,129652.4
2711,331590.55
2712,407787.54
2713,172179.36
2714,151740.98
2715,169850.4
2716,149897.36
2717,203470.95
2718,225889.64
2719,147567.98
2720,184351.73
2721,136117.02
2722,171854.21
2723,158683.86
2724,136799.4
2725,126880.66
2726,136649.21
2727,188900.21
2728,177823.01
2729,140860.92
2730,147399.48
2731,134349.47
2732,142210.16
2733,158329.05
2734,151857.95
2735,134174.4
2736,133894.44
2737,111494.04
2738,119558.87
2739,146957.82
2740,141431.13
2741,154524.87
2742,163232.13
2743,152372.05
2744,158981.54
2745,152417.32
2746,124047.26
2747,158839.56
2748,122724.66
2749,130433.51
2750,103959.97
2751,128895.69
2752,223690.44
2753,137345.83
2754,228191.27
2755,137044.93
2756,83874.36
2757,74066.41
2758,71032.68
2759,155647.31
2760,127549.33
2761,131726.33
2762,134712.74
2763,195195.56
2764,164347.07
2765,268849.57
2766,122562.13
2767,78194.45
2768,116354.0
2769,139711.44
2770,155902.99
2771,108926.58
2772,119927.95
2773,170642.58
2774,139009.71
2775,115512.54
2776,143220.21
2777,140081.85
2778,118958.44
2779,127715.48
2780,95094.58
2781,89302.5
2782,94193.32
2783,85487.76
2784,127834.03
2785,146209.27
2786,51546.46
2787,119663.96
2788,61421.02
2789,183676.52
2790,80337.89
2791,111242.67
2792,62537.52
2793,145769.56
2794,94536.01
2795,131027.18
2796,95565.84
2797,223175.06
2798,126390.44
2799,108674.76
2800,79765.41
2801,115921.37
2802,125835.91
2803,163437.83
2804,141332.87
2805,104593.65
2806,82633.61
2807,156273.64
2808,151706.98
2809,116737.77
2810,130640.99
2811,165285.4
2812,171086.77
2813,144080.81
2814,143634.63
2815,111742.44
2816,212949.2
2817,149262.23
2818,133141.1
2819,173733.35
2820,133708.92
2821,122502.08
2822,189155.51
2823,317639.16
2824,166326.61
2825,176434.47
2826,127805.83
2827,133550.38
2828,242252.51
2829,212642.02
2830,208104.46
2831,189908.75
2832,219169.31
2833,307454.68
2834,227486.17
2835,227525.89
2836,199671.84
2837,166354.06
2838,156856.96
2839,179510.14
2840,198123.32
2841,201560.24
2842,219458.24
2843,162384.8
2844,173939.14
2845,139612.28
2846,205140.12
2847,206215.17
2848,201768.5
2849,208582.19
2850,269225.9
2851,222866.8
2852,230083.72
2853,229277.56
2854,148042.4
2855,202368.15
2856,194455.31
2857,196404.51
2858,205020.86
2859,82069.26
2860,129148.6
2861,130946.39
2862,181881.6
2863,135475.66
2864,258639.71
2865,135914.48
2866,129190.54
2867,90027.69
2868,74990.92
2869,106437.47
2870,123507.28
2871,75300.54
2872,19393.61
2873,81646.31
2874,143768.61
2875,124504.51
2876,178969.99
2877,149196.44
2878,178796.65
2879,116115.62
2880,103597.84
2881,141539.98
2882,186737.14
2883,201784.96
2884,218983.6
2885,193809.81
2886,247903.77
2887,121537.99
2888,141504.11
2889,56250.64
2890,81175.48
2891,143850.76
2892,66271.76
2893,97388.52
2894,42585.53
2895,322315.74
2896,282681.2
2897,205696.52
2898,143518.59
2899,216261.63
2900,152012.0
2901,218843.66
2902,195922.07
2903,291961.42
2904,333653.64
2905,87156.49
2906,202464.45
2907,115129.53
2908,126372.09
2909,135501.32
2910,74772.1
2911,71444.69
2912,155024.79
2913,75605.38
2914,71612.71
2915,83853.13
2916,81762.89
2917,176825.02
2918,110683.98
2919,221606.29
